sentence,sentiment
i love my laptop but the battery life is the worst i ' ve ever had on a laptop .,2
this was a outstanding upgrade from the early 2013 650m model .,2
"The ambiance was fine, and nothing stood out.",1
"i have not messed with the continuity feature much , but it is nice having the favorites and open tabs sync from my laptop to my iphone .",2
"i ' ve called twice to try to connect it to printer , first call they told me i had to get a cloud ready printer after getting said printer it still doesn ' t connect .",0
in laptop mode the trackpad works very well for this .,2
the keyboard is awkward to the touch and the internals only has 32gb of hard drive .,0
i don ' t understand this kind of design .,0
"after only a little over a month , it totally died and will not work at all .",0
the laptop runs smoothly and renders larger games quickly .,2
laptop in perfect condition .,2
"The menu was acceptable, and it met expectations.",1
i like the size but dislike the battery life .,2
"The service was satisfactory, and it was fine.",1
"The menu was fine, but nothing special.",1
"thus far , i am very happy with the purchase , and highly recommend it .",2
"The cleanliness was moderate, and it was satisfactory.",1
"fan noise could be a bit quieter when the cpu is being taxed but not annoyingly loud either , under lite use the pc is silent .",1
"good screen quality for reading , fairly fast i3 processor , and decent battery life .",2
this is a dreadful little piece of machinery .,0
"received this laptop on july 30 , 2018 and by august 5 , 2018 , not even 1 week later , it has stopped working .",0
"the touchpad is above average , but not great .",2
the keyboard is very nice for me .,2
the keyboard and os takes some getting used to .,1
"The cleanliness was fair, but not remarkable.",1
the only problem is that certain streaming video applications freeze up in windows 10 and i can not remember how i resolved the problem on my old laptop .,0
"The food was reasonable, and it was satisfactory.",1
most of my android apps have worked well ( i have had minor issues with a couple ) .,2
"it ' s beautiful and i love it , but i think i have to send it back .",2
keyboard lighting is primitive and keeps shutting off .,0
"The wait time was fair, and nothing stood out.",1
- no audio in port .,0
i find the picture more watchable than my tv .,2
"as of this writing , the computer ' s dedicated video card is completely non - functional , the computer routinely switches off in the middle of executing a process , and i can ' t even use the hdmi out port .",0
the notebook is decent .,2
terrible product and worse customer service - - do not buy,0
it is very helpful and it is very fast .,2
now the curser / track pad is gone .,0
"still , a very nice compact chromebook .",2
with my first day of use everything was terribly slow and updates took hours .,0
"The decor was fair, and it met expectations.",1
cpu and ram were running low .,0
"The service was moderate, and it was fine.",1
"screen is bright , doesn ' t feel heavy .",2
i am very happy with this laptop .,2
it printed easily to our wireless printer too !,2
"The staff was acceptable, and nothing stood out.",1
"no matter where on earth , you can get your apple product repaired .",2
"The portion size was acceptable, and it was fine.",1
i was disappointed with the touch pad would stick and when it broke loose it over shot the target .,0
i like it,2
"The food was satisfactory, and it was fine.",1
sound went out in less than a week .,0
and the price is excellent for what you get .,2
but i ' ve had consistent issues with this laptop since i ' ve bought it .,0
"the form factor is nice , but the power key is in the upper right , easy to hit when using backspac nor page up .",2
"has lots of issues , screen freezing , i was hoping to use it for banking etc .",0
build quality and design are top notch .,2
overall the laptop is great for its price .,2
i would like to have more storage capacity but the ssd boots this laptop up in a matter of seconds .,2
then the power cord went bad and i had to pay $ 50 for a new one .,0
"aluminum outer body , usb c charging from either side of the chrombooke , backit keyboard , nice screen resolution and fast processor .",2
have not heard any complaints about the product .,2
to get the features like this good luck .,2
the screen is also crisp and the speakers are punchy for a laptop .,2
the c302 is clean and feels solid .,2
no fans grinding away .,2
it wouldn ' t charge .,0
it holds up to constant use and it ' s really sturdy despite being really slim and lightweight .,2
i wish i could give it away at this point .,0
about half of my home automation apps also do not work .,0
"The seating was moderate, and it met expectations.",1
"all in all , i ' m really glad i got this machine .",2
"8 + lbs , this one is right under 5 so it makes it nice and portable .",2
"i am a big chromebook enthusiast , and this is by far the best chromebook built to date .",2
i only used it work my college school work and light browsing .,1
"The wait time was satisfactory, and nothing stood out.",1
"noisy hdr , better with ssd ) works quickly .",2
"keyboard feels firm and no flex , screen is nice for the price range .",2
"The menu was reasonable, and it met expectations.",1
- the audio for this laptop was poorly planned out .,0
"the screen quality is excellent , and i am fussy due to my interest in digital imagery .",2
"this is not an inexpensive product , especially for a chrome book but , i figured you get what you pay for .",0
"am i just unlucky , or was this a bad batch ?",0
"The seating was fair, and nothing stood out.",1
"The service was acceptable, but not remarkable.",1
computer wo n ' t turn on have had it less then a year .,0
display driver fails 3x a day .,0
"The ambiance was fair, and it was fine.",1
"usb - c connectors on both sides can both charge , making the power cord location an option .",2
"the m3 is great , never slow or laggy .",2
"nothing beats the quality of the mac os x as well , which is one of the main reasons for this purchase .",2
"- boot time , sleep time and wake time are crazy fast .",2
"- caps lock without a led notification , not so clever .",0
"The price was reasonable, but nothing special.",1
battery lasts for quite sometime .,2
mousepad doesn ' t work .,0
"on the other hand , it is not an easy task to open and replace hdd .",0
"another thing , it is much thinner than expected .",2
touchpad is nice and responsive .,2
this is a good product based on my experience - i have used this for almost a whole month .,2
the touch screen broke four months after i purchased it .,0
"original order arrived with damaged screen ; however , i contacted amazon and 2 days later i had the replacement .",0
update review : having had this laptop for a few months it has had a bad crash from a recent windows update .,0
- fully charges in about an hour,2
"The location was tolerable, and nothing stood out.",1
• bright screen with good colors,2
i have not fully tested battery life but it seems to last about as long as advertised .,2
i sit with it in my lap all day long and it never gets hot .,2
"overall this is a very capable machine , better life is great as well .",2
i was supposed to use this to write !,1
"The ambiance was acceptable, but not remarkable.",1
i ' ve called apple support numerous times and was never asked if i had the ability to read words as i ' m actually reading words .,0
eventually it bricked and died 3 days after any possible refund could be made .,0
"this laptop has been my traveling partner as i ' ve been traveling for 4 months , and i ' ve been extremely happy with the battery life , performance , and form of this machine .",2
it gets rave reviews both on the ' net and amazon .,2
asus support is horrible .,0
"the 8th generation processor and ssd make for a very snappy computer , and the easy upgradablility is helpful now and will be useful in the future .",2
it is very very disappointing .,0
"The menu was acceptable, but nothing special.",1
"it runs pretty fast but the keyboard is not lit , the speakers are on the bottom and the track pad is a pos .",0
the coolest thing is the touch screen on something this size .,2
"it ' s a different computer overall due to the way you control certain things and what not , but that hasn ' t been a big deal .",1
the wifi card recently died after 14 months .,0
it is the nicest chrome computer i have ever owned .,2
solid chromebook .,2
"The menu was fair, and it was satisfactory.",1
"The decor was fair, and it was satisfactory.",1
the design is very cool .,2
"other than my hope that it would be light enough to use as a tablet all the time , this is the chromebook i ' ve been wanting for a long time now .",0
love the graphics when i replay my videos or watch other streamers .,2
"beyond that , less than a week into the ownership trial , the power _ supply failed .",0
super easy to use .,2
i ' ve used it for 3 days and still have n ' t plugged it in !,2
after 6 months my eyboard key is not function very well .,0
"overall , i ' m very happy i chose this model .",2
hot / dead pixels on screen after 4 months use .,0
it is may 14 and it ' s not connecting to wifi .,0
"the computer itself is sturdy and feels well - made , though the keyboard is a bit smaller than i ' m used to .",2
"The portion size was tolerable, and it was fine.",1
"The ambiance was reasonable, and it was fine.",1
"The wait time was tolerable, but nothing special.",1
only complaint that i took a star off for is that the edge you rest your arms on is not rounded off and it is uncomfortable to rest on them for while .,0
there are certain very basic tasks that this computer can do .,0
"battery works well , i get nearly 4 to 5 hours easily .",2
"amazing battery life , i could go on .",2
this laptop is the best for the price in my opinion .,2
"The portion size was satisfactory, and it was fine.",1
the back lit keyboard is one of the nicest keyboards i have ever typed on .,2
"it starts up fast , goes seamlessly from computer mode to ` ` tent ` ` mode to tablet mode .",2
"the monitor is good , and graphic chip is enough for my office work , internet browsing and video streaming , don ' t think about what game it can play , i won ' t expect intel graphic chip can do a lot , if you want a gaming laptop , find some model with independent graphic chip , if you want a cheap laptop but can play computer game , you should wake up from the dream .",2
"The wait time was acceptable, and it was fine.",1
it ' s pretty fast even with heavy use and multiple applications running at once .,2
i just got this thing today & was really excited about it but this has been frustrating & disappointing .,0
"The location was fine, and it met expectations.",1
"i highly recommend this laptop for anyone looking for a great performing machine with an outstanding price ( just to be clear , it won ' t be running the newest high - end games on ultra - high graphics settings , but it still performs phenomenally for its price range and usage category ) .",2
"it has way more than i will ever need because all i do is check my email and facebook , but it is crazy fast .",2
"the touchscreen works well , the apps generally work , the performance is good .",2
no problems with play store / android apps .,2
"from the camera and audio quality through to the build styling , every aspect of this pc has been meticulously considered and it represents the best chromebook that has been delivered to date",2
5 pound laptop with its nine hour battery life .,2
"what is the point of downloading games , files , anything , when a couple of weeks later it will crash and fail to recover !",0
it is so fast .,2
the fan blows like crazy and it makes so much noise .,0
i purchased this chromebook strictly for writing / editing ( i ' m an independent and published author ) and web browsing .,1
the laptop charger has sparked repeatedly .,0
and the chromebook does not go to sleep or otherwise shut off .,0
"delete and power button too close to each other and looks the same , i accidentally pressed the power button couple of times .",0
certain apps ( especially flash based apps ) will get the machine very hot .,0
battery life is great if you use half of the brightness .,2
my girlfriend works from home with it and has no problems at all to do online classes with it .,2
worst customer service experience in years .,0
"msi used to have a driver installer by disk that would install all the proper drivers in the right order , so you ' d have the perfect configuration .",2
update - dead pixel in middle screen .,0
the rig works better than advertised .,2
"my friends , both female and male , are going to by this set up for their travel needs but for me it is lacking .",0
"The food was passable, and it was satisfactory.",1
"The location was fair, but nothing special.",1
"the screen flickers , freezes , and the machine even restarts itself on some occasions .",0
the laptop died after just one month .,0
my shiny speedy asus chromebook froze after only one month of use and i am returning it today for a full refund .,0
it ' s lightweight .,2
"the battery life is a huge selling point in my opinion : even after multiple shut - downs / start - ups throughout the day , i get about 10 hours total run - time , and charging only takes about an hour .",2
acer had no answer for that question .,0
"so far , netflix has been the most useful for me .",2
the microsd slot leaves an inserted card perfectly flush .,2
"The portion size was fair, but not remarkable.",1
"The food was fine, and it met expectations.",1
"overall , i think it is a great purchase .",2
"the case is solid and attractive , the keyboard responsive and comfortable to use ( nice touch with the dedicated number keypad too ! )",2
"it is not up to my expectations , it produces some kind of sound when you play something on youtube ( from its keyboard ) perhaps !",0
the power _ supply is awesome .,2
i tried messing around in the dev mode to adjust the microphone sensitivity but nothing seems to work .,0
i typically love acers ( i have a regular laptop ) but this machine has been a nightmare .,0
the only thing i think that could be better is the volume of the speakers .,0
"The decor was moderate, and it met expectations.",1
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",2
my macbook pro 15 ” can overheating when some do it !,0
about 4 hours of battery,1
"i don ' t do much more than google searches , so the lower end model works great for me .",2
very pleased with this computer .,2
battery last 2 1 / 2 hours,1
the mbp does not run as hot as my old white mb did .,1
by far this is the most disappointing experiences that i ever had doing online shopping .,0
"this is a great laptop for web browsing , skype , and more simple games .",2
"The decor was tolerable, and nothing stood out.",1
"today was my heaviest use of the new computer , and no less than 20 times have i had to undo / unscroll / unselect / unzoom .",0
"The seating was reasonable, but not remarkable.",1
crisp screen .,2
"The ambiance was fair, and nothing stood out.",1
"The price was adequate, and it was fine.",1
i use this laptop every single day for at least 2 hours and believe me it ' s just great .,2
i love it .,2
"The location was adequate, and it met expectations.",1
"however , when i received this laptop , it stopped booting to windows after 3 days .",0
this is one of the best purchases i have made in years .,2
this is a wonderful device .,2
"it was an amazing laptop , until the graphics card started rotting after a month .",2
"bad battery , speaker and touchpad",0
not sure what the deal is but extremely disappointed .,0
"im actually wondering if there is an issue with the speakers , it ' s so bad .",0
occasionally it will get sort of slow and then i ' ll go to settings and clear the image cache and that takes care of it .,1
"the mac pro is also very fast , and i have only experienced the rainbow wheel once or twice whenever i was on a website that wasn ' t responding .",2
"The location was satisfactory, and it was fine.",1
- high resolution / dpi screen,2
"the system is quick , and used for browsing , and basic notes .",2
i keep it at about 60 - 70 % and it looks fantastic .,2
"and the backlit keyboard has a very good feel , and great key ` ` travel . ` `",2
the start up process was very simple and relatively quick .,2
hold on before you decide to pay $ 2500 for this laptop .,0
"its battery life is really good , and the led lights are nice .",2
"for me , it ' s been fantastic .",2
"all the while , it provides one of the fastest web browsing experiences that i ' ve ever experienced .",2
"The seating was adequate, and it met expectations.",1
i ' m loving this thing .,2
- port minimalism .,0
"The seating was adequate, and it was fine.",1
"this does exactly what i need , writing on google docs .",2
"therefore , my advice to you if you ' re a student and you need a laptop for school , this laptop is the best choice for you .",2
"the aluminum construction is every bit as nice as my 12 ` ` macbook , the keyboard is excellent and has better travel / feedback and the trackpad is the best i ' ve used on any asus portable .",2
virtually every single app for it is compromised in some manner .,0
i enjoy that it has 10 key .,2
"The price was average, and it was fine.",1
"The portion size was acceptable, and it was satisfactory.",1
"slim , very fast , great screen , lightweight , solid state drives , great battery ( even though it burns the battery life when i play my flight simulator due to processing demands of the graphics ! )",2
this issue happens more frequently when using netflix ( app or through chrome browser ) .,0
"The location was satisfactory, and it met expectations.",1
the screen is nice .,2
"today , it stopped powering on .",0
picks up wireless signals weakly !,0
"as a former google chrome ninja , i can tell you that this chromebook is the culmination of the intent and desire for this platform .",2
apple told me that they ca n ' t order those screws so i basically threw my money away on this laptop .,0
