sentence,sentiment
and even with it ' s pub atmosphere they were great to my kids too !,2
"and how many times can you pick up the same perfectly aligned set of napkins , inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ?",0
and i hate to say this but i doubt i ' ll ever go back .,0
"and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3 - 6 each ) .",2
and it was quick which is very important .,2
and really large portions .,2
and the tom kha soup was pathetic .,0
and where does patis go wrong ; no where .,2
and yes dal bukhara is so dam good and so are all the kababs .,2
and you ca n ' t beat the prices .,2
"anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .",0
appetizers took nearly an hour .,0
"as a japanese native , i ' ve lived in the tristate area for over 8 years , but i was just so amazed at this place .",2
"as a retired hipster , i can say with some degree of certainty that for the last year lucky strike has been the best laid - back late night in the city .",2
as always we had a great glass of wine while we waited .,2
"as bfc does n ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",0
"as many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .",1
"as to my comment about the food , no apology or acknowledgment was made .",0
"at $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .",0
"at first glance this place seems a bit pricey for a hot dog joint , but at bark you do n ' t just get your average hot dog .",2
"at first we were a little taken aback , as this seemed to present a problem , although the restaurant looked fairly empty , but they hastily put the table together for us .",2
"at this point , the waitress comes over and asks us if everything was okay , i was literally so shocked that i was speechless and did n ' t say anything , and guess what , the waitress walked away .",0
atmosphere is nice and relaxed too . . .,2
authentic pakistani food .,2
authentic shanghai style and i can not recommend a better shanghai place in new york .,2
authentic taiwanese food that ' s cheap . . . what more could you ask for ?,2
"average to good thai food , but terrible delivery .",2
avoid this place !,0
awesome,2
awsome pizza especially the margheritta slice .,2
bad staff,0
"bagels are ok , but be sure not to make any special requests !",1
baluchi ' s has solid food and a nice decor at reasonable prices .,2
"be prepared to wait , because the place is pretty tiny .",0
be sure not to get anything other than bagels ! . .,2
"be sure to try the seasonal , and always delicious , specials .",2
beef noodle soup is good as well .,2
"been there , done that , and new york , it ' s not that big a deal .",1
best . sushi . ever .,2
best dining experience in the west village !,2
best in all of nyc,2
"best indian chinese in the city , by far !",2
best indian restaurant in the city,2
"best italian food i ever had ( and being italian , that means alot ) .",2
best meal in a long time !,2
"best of all is the warm vibe , the owner is super friendly and service is fast .",2
best pastrami i ever had and great portion without being ridiculous .,2
best restaurant in brooklyn,2
best reuben sandwich ever !,2
best taiwanese food in ny !,2
big wong gets big ups for a fine establishment .,2
bison was quite excellent however .,2
"both times i was extremely dissappointed by the service , which was boarderline rude .",0
bottles of wine are cheap and good .,2
"bukhara grill , the tagline says it all . . ` ` indian spice rave ' '",2
bukhara is on my top 5 indian places in nyc,2
but $ 1 for each small piece ? ? ?,0
but $ 500 for a dinner for two that did n ' t include wine ?,0
"but , they were too big for the bun .",0
"but after last night , spice grill is the only place i ' m eating indian cuisine .",2
"but for the shabu shabu , you wo n ' t find much better in ny .",2
"but if you ' re prepared to spend some $ and remember to ask if something they offer is complimentary , then this is the place to go for indian food",0
but overall i give it a 10,2
but that is highly forgivable .,2
but that was n ' t the icing on the cake : a tiramisu that resembled nothing i have ever had .,0
"but the best part about ls is the late night atmosphere , delightfully free of the bts .",2
but the best pork souvlaki i ever had is the main thing .,2
but the pizza is way to expensive .,0
but the service is horrid !,0
but the service was a bit slow .,0
but too far east !,0
"but when we looked at the menu , there were n ' t a lot of choices , most of them were dumplings in the appetizer section .",0
but who says murray ' s is anything about service .,0
"by far , the best pizza in manhattan .",2
by far the best salad i have had in a fast food restaurant .,2
by the time we finished our dinner we still had not received one beverage nor hooka !,0
"by the time we left our wallets were empty and so were our stomachs and we missed the show we were supposed to see following our dinner , which would have been acceptable if we got to enjoy the experience of good food and belly dancers !",0
"ca n ' t argue about that , but they are clearly over priced .",0
ca n ' t wait to go back .,2
"calling the place hampton chutney co . does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",0
can ’ t believe how an expensive nyc restaurant can be so disrespectful to its clients .,0
check this place out !,2
cheese plate is a varied delight and great bargain at $ 10 .,2
chennai garden is my favorite indian restaurant in the city .,2
chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .,0
cirspy crust margherita pizza,2
"consequently , their burgers fell apart in their hands and made such a mess that they did ' nt feel like finishing them .",0
"considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",2
"considering you will spend at least $ 60 a head , i expect better service .",0
consistently good japanese tapas .,2
"conveniently located too , being right on bedford ave .",2
"cool atmosphere , the fire place in the back really ads to it but needs a bit more heat throughout on a cold night .",2
cozy romantic atomosphere with only around 15 tables at most .,2
"creative , consistent , fresh .",2
"cute place , nice wait staff but would never go there again .",2
decent wine at reasonable prices .,1
decor is charming .,2
definately check it out ! ! !,2
definitely a great spot for a nice occasion or date .,2
definitely a neighborhood favorite .,2
definitely worth the trip to battery park city !,2
"delicate spices , onions , eggs and a kick - ass roti .",2
"delicious , creative and fun .",2
"delicious bagels , especially when right out of the oven .",2
delicious crab cakes too .,2
delicious simple food in nice outdoor atmosphere .,2
delivery can be spot on or lacking depending on the weather and the day of the week .,0
delivery guy sometimes get upset if you do n ' t tip more than 10 % .,0
delivery is fast too .,2
"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",2
despite the confusing mirrors this will likely be my go - to for modern japanese food for the foreseeable future .,2
dessert : pure disaster .,0
dessert is a joke . . . dont bother,0
do n ' t be fooled by crowds of people .,0
"do n ' t dine at tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .",0
"do n ' t get me started on the margaritas , either .",0
do n ' t go with a larger group than 4 !,0
"do n ' t judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .",2
do n ' t miss bloom ' s on your next trip to manhatten .,0
do not try unless you ' re just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,0
dokebi gives williamsburg the right one - two punch of classic korean food and fusion twists like pork belly tacos .,2
downstairs lounge is always a good attraction,2
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion . . . try the potato stuff kanish best one .",0
drawbacks : service is slow and they do n ' t toast !,0
drinks way over priced .,0
dumbfoundingly poor,0
"during the course of the past 3 months , the chef and staff changed and it was not for the better .",0
"each time we ' ve been , the front of house staff ( not the waiters - they ' re fantastic - but the people who greet and seat you ) has been so hideous to us that were it not for the exceptional fish dishes i would never return .",2
easily the worst stir - fried squid i ' ve ever tasted .,0
"eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .",2
"either that , or the editor ' s idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .",0
enjoyed a very nice caesar salad while my wife had arugula and goat cheese . . . . both very tasty .,2
ess - a - bagel ( either by sty - town or midtown ) is by far the best bagel in ny .,2
even after they overcharged me the last time i was there .,0
"even if the food was n ' t this good , the garden is a great place to sit outside and relax .",2
even my indian friend could n ' t believe how good and tasty everything was .,2
even the wine by the glass was good .,2
"even though its good seafood , the prices are too high .",2
"even though the place is not beautiful , the food speaks for itself .",0
every time i have a special occasion with my boyfriend i have a hard time going anywhere else .,2
every time in new york i make it a point to visit restaurant saul on smith street .,2
everyone must come here at least once .,2
everyone raved about the atmosphere ( elegant rooms and absolutely incomparable views ) and the fabulous food !,2
"everyone seemed generally happy with their food , except my brother who had the grilled mahi mahi , seemingly drenched in grapfruit juice !",0
everyone was cheerfully cooperative and helpful .,2
everyone was more then happy with his choices .,2
everyone was smiling so that made me feel welcome .,2
everything about this restaurant was special .,2
"everything is always cooked to perfection , the service is excellent , the decor cool and understated .",2
everything on the menu is great .,2
everything was going good until we got our meals .,0
everything we had was good or ok . . . . but definitely nothing great .,1
"everytime i decide to try another place on the ues , i get angry that i did n ' t just go to zucchero pomodori .",2
"excellent atmosphere , delicious dishes good and friendly service .",2
"excellent dumplings served amid clean , chic decor .",2
"excellent food , although the interior could use some help .",2
excellent food for great prices,2
"excellent sashimi , and the millennium roll is beyond delicious .",2
expensive,0
faan is sooo good .,2
"fabulous decor - makes you feel like you ' re in a trendy manhattan restaurant , very very good food , cheaply - priced , generally friendly staff , and if you ' re a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home . . . . . very soho / village / upper west side minus the expensive prices and pretentious clientele . . . . . all on roosevelt avenue !",2
fabulous food - if the front of house staff do n ' t put you off –,2
fantastic place .,2
finally a reliable chinese restaurant !,2
first it took us a long time to find the place .,0
"first of all , this place is * not * romantic , as claimed by citysearch ' s editorial review .",0
first of all dal bukhara rocks .,2
first went here to enjoy their garden terrace .,2
fish is so very fresh .,2
fish was overdone .,0
food - awesome .,1
food is excellent .,2
food is great .,2
food is great and inexpensive .,2
"food is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders .",2
"food was amazing - i love indian food and eat it quite regularly , but i can say this is one of the best i ' ve had .",2
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went .,2
food was good not great not worth the wait or another visit,1
"food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .",1
food was luke warm .,0
food was ok .,1
"food was okay , nothing great .",1
"food was very good , but not what i would consider out of this world .",1
"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .",2
"for 7 years they have put out the most tasty , most delicious food and kept it that way . . .",2
for a fabulous wedding !,2
"for a restaurant with such a good reputation and that is usually so packed , there was no reason for such a lack of intelligent customer service .",2
"for desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .",1
for each course we waited over 1 / 2 hour to 45 minutes and were never offered a drink .,0
"for instance , plates were just dumped on the table , i was handed the wine list upside down , etc . . . .",0
"for me dishes a little oily , but overall dining experience good .",0
for starters they delivered us someone else ' s order .,0
"for the people who want great food plus great service , roxy is a place to avoid !",0
"for the price , you can not eat this well in manhattan .",2
"fresh , mind blowing flavors .",2
"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",2
"furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",0
get the pepperoni - yum - and a family style salad .,2
give it a try and enjoy .,2
go here .,2
go here for a romantic dinner but not for an all out wow dining experience .,2
go here for the drinks !,2
go hungry and enjoy .,2
go there once and oh yes . . . you will go back . . . you will . . .,2
go there to relax and feel like your somewhere else .,2
go to volare for 1st class service and terrific food .,2
"going to bark is always worth the train ride , and will make your tongue and belly very happy !",2
"good , fast service .",2
good creative rolls !,2
good drink .,2
good experience,2
good food,2
good food .,2
good food : my favorite is the seafood spaghetti .,2
good for dates or with friends .,2
good luck getting a table .,0
"good music , great food , speedy service affordable prices .",2
"good spreads , great beverage selections and bagels really tasty .",2
gorgeous place ideal for a romantic dinner,2
got a date ? go here !,2
"great , original taste .",2
great atmoshere and worth every bit .,2
great atmosphere,2
great bagels made the old - fashioned way .,2
great food,2
great food !,2
"great food , amazing service , this place is a class act .",2
"great food , good size menu , great service and an unpretensious setting .",2
"great food , great decor , great service .",2
"great food , great prices , great service .",2
"great food , great wine list , great service in a great neighborhood . . .",2
great food .,2
great food and the prices are very reasonable .,2
"great for a romantic evening , or a fun evening with friends . . .",2
"great friendly service , fast seating , fast delivery , excellent sushi .",2
great hot dogs !,2
great indian food,2
great indian food !,2
great indian food and the service is incredible .,2
great neighborhood joint .,2
great pizza and fantastic service .,2
great pizza for lunch place .,2
"great place , great value .",2
great place to relax and enjoy your dinner,2
great sake !,2
"great service , great food .",2
great shabu shabu,2
"great spot , whether looking for a couple of drinks or quiet dinner .",2
great staff .,2
great survice,2
great sushi experience .,2
great taste,2
great toppings definitely a place you need to check out for late night munchies or a mid day boost !,2
"great vibe , lots of people .",2
"great wine selection , gigondas is worth the price , and the house champagne is a great value .",2
gross food – wow -,0
"guacamole + shrimp appetizer was really great , we both had the filet , very good , did n ' t much like the frites that came with , but the filet was so good , neither of us cared .",2
guaranteed to be a tasty experience ! ),2
"guess what , i waited for twenty minutes before she came over and when she finally did , she says , ` ` oh well , i wish you would have said something earlier ' ' no apology , nothing .",0
had an awful experience at casa la femme on a saturday dinner .,0
had no flavor and the staff is rude and not attentive .,0
hands down the best pizza on the planet .,2
haru on park s is simply disgusting .,0
"have eaten at ginger house several times , and it ' s always good .",2
have frequented ' ino for several years and the food remains excellent .,2
have never had a problem with service save a missing rice once .,2
"have recommended the place to friends , always gets good response .",2
have the iced tea .,2
he offers subpar service and has no personality .,0
"he served me an uni hand roll , which i never had before , and let me tell you . . . it was heaven !",2
helpful service and average price per dish $ 10 .,2
here the hot dog is elevated to the level of a real entree with numerous variations available .,2
highly impressed from the decor to the food to the hospitality to the great night i had !,2
highly recommend it !,2
highly recommended !,2
highly recommended ! ! ! ! !,2
highly recommended .,2
highly recommended to all !,2
"his response was smug , arrogant , and condescending , totally consistent with his deportment on display all evening .",0
honestly the worst sushi my husband and i had in our entire lives .,0
how do you rate home ?,2
how is this palce still open ?,0
"however , go for the ambience , and consider the food just a companion for a trip across the world !",0
"however , i think this place is a good hang out spot .",2
"however , if you want great food at a great price and do n ' t mind the decor , you ca n ' t beat this place .",2
"however , it ' s the service that leaves a bad taste in my mouth .",0
"however , it is jus too good to not praise it .",2
"however , once i received my predictably mediocre order of what dokebi thinks passes as korean fair , ( sometimes you have to settle when it ' s your only option ) , i got through about half my kimchee before i found a piece of random lettuce accompanied by a far more disgusting , slimy , clearly bad piece of fish skin .",0
"however , our main course was wonderful .",2
hurley ' s is like cheers where everyone knows your name and they are actually glad you came .,2
i ' d be horrified if my staff were turning away customers so early and so rudely !,0
i ' d definitely go back again .,2
i ' d highly recommend it for a special occasion - - it provides and intimate setting and nice service .,2
i ' ll be back for sure .,2
"i ' ll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .",2
"i ' m a friendly person , so i would n ' t mind had she not been so nasty and gotten so personal .",0
i ' m glad i was introduced to this place and this is a rare gem in ny .,2
i ' m going back .,2
i ' m not even going to bother to describe it ; it speaks for itself .,2
i ' m not picky - but it was actually gross .,0
i ' m not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and i all enjoy mizu very much . . . and we ' re repeat customers .,2
i ' m partial to the gnocchi .,2
i ' m saving up for my next visit .,2
i ' m sure i ' ll return for a final judgement tho .,1
"i ' ve also been amazed at all the new additions in the past few years : a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for ( these are not your average lasagnas ) !",2
i ' ve been there three times and have always had wonderful experiences .,2
"i ' ve been to at cafe spice probably 5 - 8 times , it is probably still the best indian restaurant around union square .",2
"i ' ve been to sapphire twice and both times the food was fine , if not good .",2
i ' ve enjoyed 99 % of the dishes we ' ve ordered with the only exceptions being the occasional too - authentic - for - me dish ( i ' m a daring eater but not that daring ) .,2
i ' ve had my fair share of modern japanese and this spot delivers .,2
i ' ve lived in ny for 5 years and this place has it all .,2
i ' ve never had bad service and the fish is fresh and delicious .,2
i ' ve waited over one hour for food .,0
i / we will never go back to this place again .,0
i absolutely love this place ! ! !,2
i absolutely loved this place .,2
i agree that dining at casa la femme is like no other dining experience !,0
i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded .,2
"i also ordered the change mojito , which was out of this world .",2
i am actually offended to have spent so much money on such a bad experience .,0
i am happy i did the food was awsome .,2
"i am not a vegetarian but , almost all the dishes were great .",2
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,0
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .,2
"i am so coming back here again , as much as i can .",2
i asked for a menu and the same waitress looked at my like i was insane .,0
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,0
i ate here a week ago and found most dishes average at best and too expensive .,0
"i attended a holiday dinner at the restaurant , and the food was majorly disappointing .",0
i believe there were 2 shrimp in the ` ` salt encrusted shrimp ' ' appetizer .,0
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot .,2
"i ca n ' t believe that it was , but please put the bag down before delivering food !",0
i ca n ' t remember the last time i had such gross food in new york .,0
"i ca n ' t wait for summer , when they serve outside on their gigantic patio .",2
i ca n ' t wait to go back .,2
"i came across village underground by accident , now i go there all the time .",2
i can eat here every day of the week really lol love this place . . . ),2
i can not imagine a friendlier staff working in a restaurant .,2
i can not imagine better indian food in all of the city .,2
i can not imagine you not rushing out to eat there .,2
"i choose to go with one of the special , the braised lamb shank in red wine , which was excellent .",2
"i come from a family of pizzeria owners , and i ' m almost ashamed to say that the pizza in fornino ' s blows my families receipies away .",2
i come here enjoy very much with husband .,2
i completely recommend casa la femme for any special occasion and to really impress your date .,2
i could n ' t even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach .,0
"i could n ' t ignore the fact that she reach over the plate of one of my friends , who was in mid bite , to clear the table .",0
i definitely would n ' t go back .,0
"i did n ' t complain , i liked the atmosphere so much .",2
i did not try the caviar but i tried their salmon and crab salad ( they are all good ),2
i do n ' t think i would go again .,0
"i do n ' t usually visit the same establishment more than once , what more twice , but i ' ll come to zenkichi anytime for a quiet , unhurried and memorable dinner .",2
i do not recommend .,0
i do not think dinner in manhattan should cost $ 400 . 00 where i am not swept off my feet .,0
i expected quite a bit more from such an expensive menu .,0
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork .,2
i felt as though i were eating in paris .,2
"i found it on a cold night , the perfect spot to warm up .",2
"i found the food , service and value exceptional everytime i have been there .",2
"i found the food to be outstanding , particulary the salmon dish i had .",2
i generally like this place .,2
i go and eat out at many different restaurants and this is one place you have go and try .,2
"i go out to eat and like my courses , servers are patient and never rush courses or force another drink .",2
i go twice a month !,2
i got an excellent piece of cheesecake and we had several other nice pastries .,2
i got hair in my food 2 times of then !,0
"i got the $ 10 10 - piece dim sum combo , every bite of which was great .",2
i had a great experience .,2
i had a huge pastrami sandwich on a roll .,1
i had fish and my husband had the filet - both of which exceeded our expectations .,2
i had lobster bisque it has 2 oz . of maine lobster in it .,2
i had never had edamame pureed before but i thought it was innovative and tasty ( could ' ve used a bit more salt ) .,2
i had the best ravioli ever .,2
i had the duck breast special on my last visit and it was incredible .,2
i had the thai style fried sea bass . . . which was very good .,2
i had to ask her three times before she finally came back with the dish ive requested .,0
"i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check .",0
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .,2
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed !,2
i have been going back again and again .,2
i have been going there since it opened and i ca n ' t get enough .,2
i have been to casimir over 5 times and i have always had a great time there .,2
i have been to rao ' s probably 15 times the past 3 years and it keeps getting better .,2
i have been to roth ' s twice and both times were very disappointing .,0
"i have eaten at saul , many times , the food is always consistently , outrageously good .",2
"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",2
i have never been disappointed in the red eye .,2
i have never been so disgusted by both food an service .,0
i have never before eaten 40 pieces of relatively good nigiri .,1
i have never ever had such an unpleasant experience .,0
i have never had cheescake like this .,2
"i have never left a restaurant feeling as if i was abused , and wasted my hard earned money .",0
"i have reservations about the all you can eat deal , however - - the choices are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu .",0
i have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .,2
i have to say i have never had a disapointing meal here .,2
i have to say that i am pleasantly suprised and i will most likely stop in again if i am in the neighborhood .,2
"i have tried to make reservations , but both times , the hostess did n ' t have my name .",0
"i have worked in restaurants and cook a lot , and there is no way a maggot should be able to get into well prepared food .",0
i heard the lobster roll was excellent .,2
i heartily recommend .,2
"i highly recommend cafe st . bart ' s for their food , the ambience and wonderful service .",2
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,2
i highly recommend it .,2
"i highly recommend the fish tacos , everything else was ok .",2
i highly recommend the restaurant based on our experience last night .,2
i highly recommend the sophia pizza .,2
i highly recommend this beautiful place .,2
i highly recommend to anyone to give this place a try .,2
i highly recommend visiting this restaurant and having dinner and drinks !,2
i honestly do n ' t even know where to begin .,0
i just do n ' t understand all the hype . . .,0
"i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience .",0
"i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",0
"i like the ambience , it ' s very dark and original .",2
"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda disappointing .",2
i literally just got back home after visiting casa la femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time .,0
i look forward to eating here again,2
"i looove their eggplant pizza , as well as their pastas !",2
i love it .,2
i love margherita pizza – i looove east village pizza,2
i love their thai,2
i love this place !,2
i loved everythig about it - especially the shows and actors .,2
i loved it and would go again .,2
i loved it and would highly recommend .,2
i loved this place ! !,2
i must give it yon out of yon stars !,2
"i must say i am surprised by the bad reviews of the restaurant earlier in the year , though .",2
i never write on these sites but this restaurant is def worth commending !,2
i noticed alot of indian people eatting there which is a great sign for an indian place !,2
i ordered the vitello alla marsala and i was pretty impressed .,2
"i picked the grilled black cod as my entree , which i absolutely devoured while someone commented that the grilled salmon dish was better .",2
i plan on stopping by next week as well .,2
i pray it stays open forever .,2
"i read reviews that called the restaurant too expensive and i thought to myself , but may be it is worth it .",0
i really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .,2
i really loved the different and inovated touch that ' s the cheff gives to the food .,2
i really recommend the very simple unda ( egg ) rolls .,2
i recently went to this restaurant with some co - workers for lunch and had an amazing time .,2
i recieved prompt service with a smile .,2
i recommend it !,2
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",2
i recommend this place to everyone .,2
"i showed it to the manager , and he smilingly apologized and brought us two free desserts ( but did not ask us what we wanted and so brought the last two desserts we would have asked for ) .",0
i started out with a bombay beer which was big enough for two .,2
i stumbled upon this great pizzeria as i explored my new neighborhood .,2
i take all my nyc guests to vt ' s .,2
i thanked my friend who recommended me this restaurant and will certainly recommend it to others .,2
i think i ' ve had some the best meals of my life at minnow .,2
i think that it is absolutely brilliant and well runned business operation .,2
i thought i had died and gone to heaven .,2
i thought this place was totally overrated .,0
"i took one bite from the $ 24 salmon , and i have never , in the 17 years i have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in flatbush farms .",0
i took one look at the chicken and i was appalled .,0
i was almost amused by the fact that she was turning away customers at 9pm on a friday night because she ` ` had a bbq to go to ' ' that night - wtf ? ?,0
i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,0
i was looking for banana tempura for dessert and they dont have .,0
i was n ' t here for the pizza so i ca n ' t comment on that yet but what i had was very good .,2
"i was n ' t thrilled to have to wait on line for thirty minutes , but i guess that ' s the price you pay for a popular place .",1
i was one of the people that went for this horrible experience .,0
i was pleasantly suprised .,2
i was pleasantly surprised to find this gem in hoboken .,2
"i was shocked that my friends wanted to stay after the waitress said , ` ` can i help you ' ' and ` ` how many are in your party . ' '",0
"i was so stunned , and i left the dinner hungry and majorly disappointing .",0
i was speechless by the horrible food .,0
"i was there for brunch recently , and we were tag teamed by a waitress and a waiter .",0
i was there on sat . for my birthday and we had an excellent time .,2
i was very disappointed with this restaurant .,0
i was visiting new york city with a friend and we discovered this really warm and inviting restaurant .,2
i went there for lunch and it was not as good as i expected from the reviews i read .,0
"i went to areo on a sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .",2
i will be back !,2
i will be going back and heartily recommend it !,2
i will be going back very soon .,2
