sentence,sentiment
"If I could give them a zero I would. I had an old debit card get hot carded 1 year ago. I updated my primary payment method for Amazon with my new card I got from my bank. The new card worked for a month or two and then I noticed a part that I had ordered did not arrive when I expected. I went into Amazon and checked and it said order cancelled. Did I get an email, text notification or phone call.....NO! So after some digging and contacting their customer service they stated it was using my old card, I told them to remove it and ensure that my new card was set as default card. So another couple months go by and now another package is not shipping when I expect and so I login and check Amazon again and it states payment needs revision....It was trying to use my old card yet again! I called this time as I was upset and needed the order before I left out of town. I call to see if they can fix what is going on and also get my order shipped ASAP. The original order (Tuesday Morning) stated with my prime membership that they would have it to me Wednesday evening. However, since they messed up my payment method yet again, now when fixing the order after losing the whole day it states my order will not arrive until Friday evening, when I will be out of town! So their mistake and it cost me delivery time and do they offer to fix it. No!! They instead tell me all the reasons why I could have messed up the payment, which is absolute lie! They tell me after about 45 seconds that they cannot do anything about the shkpping to get it to me sooner. I cancelled membership and then they tell me I would not get a refund because I used up shipping credits, IT IS PRIME! When asking for when I used these credits they could not provide me any information....this was management.. They are going downhill and customer service is horrible.",0
"I was a victim of fraud so l called to cancel the fraudulent account but according to te reps l have to login to cancel. What how do you access an account you didn't create. I asked for supervisors because of all the ""overseas"" didn't understand spoke with someone here still the same run around. ",0
"Amazon used to be good and I had very few errors over the years, and any errors were quickly fixed.Recently they stared to use a delivery company called i-Parcel who are the budget division of UPS. What a disaster! Twice they waiting 3 weeks before telling they can't deliver the items. They just made a series of blatant lies to justify the non-delivery. Such as ""we can't deliver knifes to your location"", but I never ordered a knife, I ordered computer parts!Time to look elsewhere.",0
Bad service if you lucky you don't have to deal with the Philippines,0
Try to place an order and they tell me they will get back with me in 24 hours. Been a week. Is this the best this rich greedy jerk can do?,1
"Amazon’s Pathetic Delivery Service. On average I usually have fine support with Amazon. However, today I am extremely dissatisfied. I was expecting a package all day today only to find out later that Amazon delivered my package to a “resident”. They never approached my residence. I have cameras and cameras don’t lie.  Now, I have to wait an additional two days. Pathetic order support.",1
I love Amazon! They are simply the best,2
"It is good, but not perfect. Now the prime day deals are amazing but sometimes the one-day delivery turns into two days. I haven't experienced more than two days thank god. It would have been perfect if they sold tech kits for cheap too and its a guaranteed one day delivery.",2
I received my order very quickly and accurately. I will absolutely use Amazon again.,2
"SHIPPING ISSUES! This place just sucks. ""Your order has been delivered"". Ummmm, no it hasn't. Well where the freak is it?! Won't even mention how I couldn't understand the rep i was talking to, cuz they didn't even speak english. When talking to post office that they contacted with me on the line, they hang up. Thanks Marcus or Marcos. Needless to say canceled membership and will HOPEFULLY get a refund, but I doubt it.",0
I always check Amazon first before going anywhere else.  Great deals and free shipping on most items!,2
"complete joke, very poor customer support, using bot answers as they have so many complaints",0
"on shipment time. When I order sometime for one day shipment I need it the next day. After ordering, they always switch up the time and say it will come in 2-3 days. If I wanted to wait that long,",1
"I ordered a patio umbrella on Aug. 1, 2021 on Amazon which I received. I have my credit card record showing the transaction. I needed to order a broken replacement part, only to discover there is no record of the purchase on Amazon itself in my order history so I contacted the company, Best Choice Products. They also had no record of my purchase. They can do nothing without my order ID number. I contacted Amazon Customer service chat online and repeatedly (3X) got what was obviously not a real person but an AI. I asked ""Are you a real person or an AI?"" and was told ""I am a real person"", but the responses were still like a programmed AI. I said, ""What is your favorite ice cream?"" because an AI would not be set up to respond. Sure enough, no answer. I wrote, ""I am not sure you are a real person so if you answer that question, I'll know."" The response: ""I am a real person"" which is the exact phrase that is always used. It's triggered by the phrase ""real person"". He refused to answer a simple question about ice cream so I knew it was an AI yet again. I finally gave up because it just kept going around in circles because its coding couldn't handle the complexity.  Shame on Amazon for lying to its customers that its customer service help are 'real people'.",0
"As an Amazon Prime user who frequents both the Instant Video function and the main wesbite I can say - to a tee, this is one of the best services i've ever dealt with.Customer Support - 10/10      Customer Support Staff seem to always go out of their way to try and help you with an issue, and the majority of the time will compensate you for your troubles. I was given 1 month free of Prime for my RX480 GFX Card being 2 days later than it was supposed too.I was given 2 months free of Prime and a full refund for a product being over a week late.Instant Video - 10/10     No issues with load times and/or buffering. Streaming Service works well which is better than some others.ConsAmazon sellers and Amazon themselves have to pay people to deliver your product, these people tend to be the only issue in a well oiled machine and are an issue with any online retailer.",2
Amazon double charges customers!!!! They are a bunch of thieves.,0
"Company accepted payment for multiple orders, taking payment and decided afterwards to suspend orders to verify payment details. Customer service worker advised me to open a new account with UK phone number & this ended in the same situation.Refused to cancel orders or provide any evidence/record/reference number of requests to cancel/refund.Company's practice borders on illegal activity, which is not surprising as Amazon benefits form modern day slavery.",0
"Amazon locked my account without explanation. All I ever did was purchase some Kindle books using gift cards and my debit card. I lost access to my Kindle library. When I replied to their email and asked them to explain what exactly I did wrong, they said I ""may have provided inaccurate information to Amazon or otherwise used the account in violation of the Amazon conditions of use policy"". But I never did anything like that. And it's obvious that they aren't even sure I did. I'll never buy any digital content from Amazon again.",0
"After complaining to customer support, I was reassured this would not happen ... Amazon customer care number.....",1
Review text not found,1
Review text not found,1
"My items appeared as delivered but never camed. After a conversation with a representative I was told my address is wrong in the system so I provided the correct one. I was advised to call a day later to make a refund request. When i called on the day after , i was told my details are correct and refund cannot be processed unless I provide a police report case that has been already been closed. I spoke with multiple agents from the Philippines and India and it felt as if i was talking to a wall. Hearing the same nonsense. My question is when the courier is Amazon why can't they contact the driver and see what happend . Why am i the one who should contact the police if i have zero fault there. The parcel appeared as deliver on Sunday 4th of the December, when i was in the house the whole day. After checking the doorbell camera there were no movement of any delivery guys.The filipino rep told it was handed to someone. And promise to put me on to a manager. It didn't happen nor i received the callback he promised. The Indian girl said the calls are recorded but i cannot get those. Every Time I called i asked the rep to leave a note of in the interaction records on my account. The same Indian girl told me there were no notes. And while i was having a conversation with her she said thanks and hang up on me. I dont feel that this is how people spending their money on Amazon should be treated.",0
I never ever had an issue with Amazon. My first preference is always amazon only!,2
"I have ordered two goodss in the last two weeks and both were delivered late.  I hope this isn’t going to become the norm.  I purchase from amazon for the convenience and guaranteed arrival date.  Now I am wondering if I can trust them to get a package delivered for Christmas, even with “guaranteed “ order dates.",1
"Half the packages delivered smell strongly of heavy laundry products chemically infused. Their employees transfer the smell from their clothes onto the products. Asthma, rash. This has happened too many times. Ordering elsewhere.",0
"Hello and goodbye. I was a new Amazon customer since, but I'm leaving now, because I'm an American!",0
"Ordered a $3000 product and it showed that the product shipped. In fact the product did not ship and the price jumped up significantly $1200 to be exact. When I left a negative review about the shady transaction, Amazon pulled my review. This has been the 3rd time with a similar outcome. I purchase and item, the item does not ship, then the price goes up and still shows in stock. Amazon has become a very shady place to shop. They truly have no customer service anymore. Also if you leave a review they don't like it will not get posted. Shady! Shady! Shady! I will be looking elsewhere for my online purchases from now on.",0
Review text not found,2
If you use the platform properly you can avoid 9 out of the 10 problems people are talking about. Watch your sellers and READ about shipping,2
"I order most things from Amazon and am actually satisfied. However, sometimes the good are not packaged properly or are damaged, which should be rectified.",2
Some order’s never come and some order’s get dumped around back,1
Greatest customer-centric company on the planet.,2
I ordered a book and the item arrived in 48 hours. I am very happy about the service from Amazon UK.,2
Review text not found,1
WHY IS IT THANT jEFF BEZOS BILLIONAIRE GOT CONTRACT FOR EBT FOOD STAMPS SNAP SENIORS UNEMPLOYED DISABLED STREET PPL HOMELESS POPULATION IN #CALIFORNIA WAS CHARGING #PRIME #FEES 3 MONTHS #PRIOR TO #EBT BEING #AVAIL 2 #LOW  #INCOME #HUNGRY #EBT CARD USERS IN #cA USA (#FRAUD? #FTC?) AND IN RECENT YEARS (WAS #AFFILIATE OF #AMAZON.COM #BEZOS DOT COM ERA 1994 AND HE #FAILED IN #ECOMMERCE AND #CSR SUPPORT IN THE #90S AND HAS NOT CHANGED A BIT AND IS IN CAHOOOTS WITH NEW ALPAHBET GOOGLE SEARCH OWNERS (LARRY PAGE QUIT KUDOS WE NEED #CONGRESS #ADMIN #TRUMP #REGULATORS WITH REAL #TEETH TO REIN IN #ABUSE OF THE #uNDERSERVED AND #HUNGRY IN USA IN 2020 USE @TWITTER AND REPORT TO AUTHORITES THIS BAD UX MISUSED OF FEDERAL FUNDS TO LINE THE POCKETS OF #JEFF #BEZOS CEO OF #AMAZON.COM AND PRIME .  (RIPOFF) USING OTHER MOVIES TV #STREAMING #FREE TAKEN FROM OTHER PRODUCERS NOT AMAZON FOR RESALE OR FREE #RALPH #NADER #BBB #RIPOFF AND EBT USERS ARE LEFT OUT OF MUCH OF PRIME EVEN IF MEMBER ADD ON PURCHASES LEAVE ADDICTED SINGLE MOMS KIDS HUNGRY AT BEDTIME SHAME ON AMAZON.COM FOR FOOD FRAUD IN #TIMES LIKE THEESE IE AG BECERRA FOUND #EBAY AND #AMAZON SELLERS PRIVATE ENTIES UNDER THE AMAZON AND EBAY PAYPAL CEO UMBRELLA ENTIRES PLATFORMS RIPPING OFF US AND CALIF GLOBAL #CONUMSER WITH #COVID19 #PRICES #GOUGHING #HIKES SO #FAMILIES THE #DISABLED #ADA CANNOT EAT!!! SHAME ON EBAY AND AMAZON CEO FOR NOT POLCING THEIR OUTSOURCED VENDORS WHICH YOU CAN #NOT #TRACK YOUR #ORDER EAILIY ON APP #BAD #MILLENNIAL #UX  CAN KILL AN APP IN THE FUTURE ! GEN Z WONT TOLERATE BAD UX  TYPICAL LISTING 5/16/2020 WANTED TO BUY ONE BOTTLE NOT  A CASE OF #BLEACH TO CLEAN THE FLOOR AGE 71 AT RISK #CORONAVIRUS NOTIFED BY MEDICAID SACTO CA AND AMAZON ALLOW THEIR SELLERS  (WHERE DID THESE #FRAUDSETERS COME FROM ONTO THE AMAZON PLATFORM USED TO BE ONLOY EBAY U TAKE A CHANGE HERE ON AMAZON ITS NO REGULATIONS OFFSHORE AND THYE SHIPPING IN SMALL PRINT IS SO MUCH ALMOST DOUBLE THE COST ON ONE BOTTLE OF BLEACH HOW ABOUT A $400 #HAMMER THE NAVY PAID A FEW YEARS BACK? THIS IS BAD AND I RECOMMEND YOU DONT SHOP EBAY OR AMAZON AS YOU WILL GET GOUGHED AND MOST LOW INCOME CANT AFFORD IT ANYWAY ANDS AMAZON.COM WHOLE FOODS SAN FRANCISCO DOES NOT DELIVER TO LOW INCOME NEIGHBORHOODS IE 94102 PER STORE MGR FOR FRESH OR PRIME CUSTOMERS PAYING BEZONS MONTHTLY AND NO CASH CARDS RFID WALK IN NO PPL WALK OUT  MOSTLY UPPER INCOME PPL SHO[ THERE AND WONT DELIVE3R ON;LINE ORDERS HERE IN SAN FRANCISCO !@ THE MAYOR LONDON BREED BOARD OF SUPE FORCED AMAZON WHOLE FOODS TO STOP THIS PRACTICE IS BLANTANT #DISCRIMINATION PRIOR TO #COVID19 TIMEFRAME....THEY REFUSED TO ACCEPT CASH WHICH IS ILLEGAL UNDER FEDERAL BANKING LAWS AND BEZOS NEEDS TO GO TO COURT ANY VOLUNTEER PRO BONO CIVIL RIGHTS ATTORNEYS NEED TO STEP UP TO THE PLATE SO WE CAN #ALL #EAT!@ DR MARTIN LUTHER KING JR MOTHER TEREASA WOULD THANK YOU,1
Review text not found,0
"My wife and I have been customers for a number of years. We have always found them to be excellent in everything. Recent notable experience was we bought a coffee machine, Nespresso, and it developed a fault. Amazon and Nesspresso worked on sorting it out with minimum fuss, see also my review for Nesspresso.The only caveat to the above is that sometimes you have to check prices against other suppliers but other than that I would recommend them to everyone.   ",2
Review text not found,1
Review text not found,2
"Fantastic service. I regularly purchase from Amazon. Delivery, customer service and returns are so convenient. Recently called to get some help with returns. As always the customer support lady was very helpful. keep it up.",2
"Rubbish pathetic wrapping material.I bought a Paper Mache bird with hearts attached and Amazon decided to post it to me in a Cardboard Stiff Envelope?No wrapping around the object to cushion it, nothing.",1
Amazon allows an order to be cancelled before the order has been dispatched.  I ordered a phone case and then noticed it was coming from China and would be a long time arriving. I checked to see it hadn't been dispatched and sent a cancel request. When this was not acknowledged I sent three more. .A day or so later I checked my Amazon account to find it was just dispatched in spite of all my cancellation requests. Amazon now tell me I had only 30 mins to cancel the order even though it hadn't been dispatched for almost two days after my cancellation.,1
"I find Amazon generally supplies acceptable customer support, acceptable prices and deliveries. However, the continual tricks used to trip people up when placing orders, making other methods of shipment (such as choosing prime) so bold and prevalent and presenting things in a confusing manner very frustrating.Prime, is only any acceptable for deliveries coming from Amazon itself. Music, TV and other supports are only given to tempt you to pay more to see the rest of the TV series or the music track you really want to hear. Take music for example. Amazon music is free with advertising, to a degree. Then you have music prime with no add’s. But to get the full Amazon music, you have to pay again. No thanks Amazon.",1
"Always on time with every order, unbeatable!",2
"Excellent customer experience, products received as anticipated on all my orders so far.Only had positive experiences with there customer support, something that I cannot say about a lot of stores.",2
"Delivery time is ok, but the quality is going down and down with each passing day! Please do the pick up soon and exchange!",1
"I would like to say Amazon is terrible. It's business practices and treatment of employees are both questionable at best. It's ridiculous how little tax they pay. But they do their job very well. They make shopping easy. Their customer service is good enough. Refunds are usually straightforward.I'd love to hate Amazon, but I can't fault their execution.",2
Review text not found,2
Review text not found,1
the delivery was so much quicker then i thought and the ipad was just as described!! thanks,2
"Decent, these days a lot of cheap and/or fake decents are being sold on the site.  Sometimes packages may get lost, but usually replaced.",1
"Amazon used to be great.  Now they have started using USPS - which is snail mail.  I’m waiting on hygiene goodss that keep getting extended.  The package is in my state, there is no excuse - what is going on in Texas is not affecting it.  At this rate I am going to stop buying basic needs on Amazon, and so are a lot of other people.  I’m not the only one frustrated.  Amazon fresh is pretty decent, but very little choices.",1
"Item searching is the most important feature of a site and Amazon is pretty mediocre. Sorting by price never works very well, showing items way out of place, or not showing some at all. Sometimes it groups things of multiple prices together. Amazon needs to either have all listings separate, or all grouped under one listing, not randomly broken up.I've only made a handful of purchases over the years. About half the time there are problems. Amazon support is terrible, and every time they've never read what I wrote, giving a hilariously irrelevant reply. They refund things in the end, but it's not worth the hassle.They always try to upsell their Prime support, and keep selecting the wrong shipping address out of the two I ship to. Once when I tried to get a deal they wouldn't honor the price it clearly said on the item page.",1
"I order alot from Amazon. One thing I do not like is when my order is delivered they do not ring the door bell. I live in a semi average neighborhood and in apartments. I do not know why they can literally walk right up here set my package at my door, take a picture of it but not ring the bell. Every time. I only had 2 people ring the bell out of 30-40 orders. It just tells me the company does not care if you get your order or not. They only want to make a sell and protect themselves.",1
Usually you find what your looking for on Amazon but they can be a little pricey plus shipping and tax adds to the price. If you sign up for thank you and rewards points thru citi.com that helps.,1
"Placed order which was shipped with Amazon Prime with a scheduled delivery date of 2/10/2021. I rearranged my schedule so that I would be home to accept the delivery. On the evening of 2/9/2021 I checked my Amazon account and found that Amazon had changed the delivery date to Friday 2/12/2021 without notifying me. I immediately contacted Amazon Customer Service, but they were not willing to fix or provide compensation since I would now have to rearrange my Friday schedule to be home to accept the delivery. I submitted a BBB complaint, but the Amazon BBB representative refused it. Amazon Customer Service is just about as bad as Comcast.",0
Good Experience making payment etc!!,2
I have being shopping at Amazon from about 2005 and never had a problem with my package.Once I ordered and my item was the wrong size sent and contact them and it was rectified easily.IOn another occassion I bought an item and I did not get it and they re sent another.No hassle.I will continue shopping Amazon.PLEASE READERS DO NOT SHOP CHARLOTTE RUSSE..THEY ARE SCAMMERS!!!,2
I RECIEVED A NEW DOLL FROM AMAZON IT WAS DAMAGED HAD A STRIP OF WORN PAINT DOWN THE MIDDLE I RETURNED IT FOR A REPLACMENT GUESS WHAT I GOT THE SAME USED DOLL BACK WITH MY NOTE IN IT AND ALSO THE SAME MARK ON THE DOLL,0
"from what I see here, you are all a bit frustrated, first of all, some of you wouldn't last even 2 hours as a courier at Amazon, you don't have the common sense to buy a parcel box, you only know how to complain, you have the impression that you have to let the courier treat you as if you were their boss, you have demands and some of you don't even say thank you for a correct order, not to mention those of you who lie that the packages haven't arrived, let the courier lose his job, some ….you are , in your work you will have a share of this",1
"I'm really happy of the service I got from Amazon. Good package, good product, fast delivery.The best ecommerce website.",2
"UNTRUSTWORTHY, and are NOT to be believed!.......PERIODProve me incorrect!",0
"I have been an Amazon customer since the mid 90's. I don't expect any company to be 100%. Amazon is so big now they just aren't trying. Kindle software stinks the past year, customer assistance is unavailable, and no one in charge cares further than the stock price. I was a huge fan. Now I am looking for the competition.",1
"I've been ordering from Amazon since October 2016. I got to know of them when I stayed in the US for a couple of months for technical and hands-on training. I've experienced delays, items lost or damaged or even ""delivered"" but no one knocked and I was home the whole day. On the other hand, I've also experienced extra-early deliveries, being given freebies, and all that.In my years of online shopping, I've also bought from competitor platforms like Lazada, eBay, to name a few. I still buy from other platforms but what keeps me with Amazon is how I find their customer service to be. The quality is exactly what you would expect of an American company: customer-satisfaction-centered.Your experience may differ, but I can see myself ordering from Amazon for years to come simply because if they do it right, I am one happy customer; and if something is wrong, their customer service whether chat or call will get my problem resolved each time.",2
"What's the point of you? 99% of my orders are not delivered when you say they will be. The drivers deliver when they feel like it. Customer service is useless, they just ghost you. Bunch of imbeciles. Shocking is an understatement. What the hell are you doing?",0
"I ordered 3 tea cup sets on Amazon on January 3, 2024.  The products were coming from China from a third party vender.  The tracking information on Amazon said the teacup sets were on their way.  Later, the information on Amazon for my purchases claimed the packages were lost in transit.  It was recommended I wait for shipment to be found.  No follow-up from Amazon was made.  When I inquired about a refund, I was told the refund would be made and I got a email telling me the refund would be processed.  It appears they didn’t process the refund at all.  I spoke to Isabelle in customer service who now claims my earlier request on May 31, 2024 was not valid and now the time to request the refund was beyond the 6 months to make the claim.  The initial request on May 31, was within the 6 month time frame.  No remedy or refund will no longer be made by Amazon.  This company will not make good on the undelivered items without the customer making an inquiry.  I have been dealing with Temu who when an order is cancelled, a refund is issued within 48 hours without contacting Temu.  Needless to say, Amazon Prime does not make the customer whole within a reasonable time, as they track the purchases you make and forget you when the purchase cannot be delivered.",0
"I paid 10 Euro for expedited delivery and they have sent my order with regular delivery which by the way takes at least a week, so I won't be getting my items for over 7 days. After talking to support for over 40 minutes, they issued a refund for shipping. Same thing has happened about 2 months ago.... Horrible experience and I won't order from them anymore. They are either scaming people on shipping fees or have incompetent underpaid workers. How can you screw up shipping out a product when that's your only job?",0
What is not to like about amazon.  Prices clearly posted. Easy no arguing returns and credit.  Stores old purchases and searches.,2
"What ever I m looking for, I ve always found at a great price and prompt shipping with secure tranactions. Their offering of various modes of payment and shipping addresses works for me.",2
I've order a similar product a few times in a row now and each time it is about to be delivered they cancel the delivery and return it to the seller. I'm fed up of Amazon it is awful.,0
Review text not found,1
"I tried to log in 3 times in a row, each time entering the same password, each time it was ‚wrong’ and i had to change it (to an equal one) and again wrong password. moreover, I can’t find the option ‚personal document settings’ anywhere. it seems like amazon doesn’t want to let people buy books on other websides than itself. i am really dissapointed, the side should help people but all it does is to confuse.",0
"I have been an amazon customer for many years and a prime subscriber for nearly as long. Recently, i have notices a sharp decline in the service provided by Amazon, most notably, their inability to deliver items on time or even on the same day. I order a pair of headphones for next day delivery which were dispatched that day, then shipped in the early hours, the item was sent out for delivery and a slot for delivery was sent. This time came and went and a corporate apology e mail sent. Having waiting in all day, I had to go out and at 9pm, I received a call, stating a delivery was attempted but i was not in. Driver said he would deliver following day. Today, i have been informed that the item has been sent back to the local sorting office and a delay has been experienced in delivery and no one knows (or cares, as they have my money) why or when i will receive the item and this is on the Prime service.This is FAR FROM A PRIME SERVICE and is happening more often than not now. Not only to you pay your annual subscription, you also pay a PREMIUM PRICE for PREMIUM DELIVERY which doesn’t occur. I have attempted to speak with customer service who just read out and repeat the scant information from the tracking info. In reality, the delivery companies take on work beyond their abilities in their greedy pursuit of wealth and when things go wrong, they just brush the problem aside and carry on as if nothing has happened, they have no real strategy for dealing with balls ups. THIS IS UNACCEPTABLE and I shan’t be using Amazon anymore, there are better and more reliable options out there. This seems to be my only option now and i advise others to do the same and save their money! NOT RECOMMENDED!",0
I am usually a huge amazon fan!  reason for only 4 stars is that sometimes their returns process is frustrating!  I am sure dealing with all the returns they must receive on a daily basis must be frustrating for this company as well tho!,2
"Would you please fix your search engine?  Perhaps Google could help.  When I search for an ""RTX 3080"" the booleans mean that my search should not display RTC 3090's, 3070's, 3060's or AMD graphics cards.  I have 2 battery orders sitting here that are useless to me because they popped up in a search where they shouldn't have.  Some of these button batteries have several names.  Can't I count on your search engine to get it right?",1
"Usually my amazon deliveries are great, but only when I deliver to my mother's home as they always put my parcel behind the wheelie bin if no one is home or just in general preferred space even if I'm home and they take a photo to let me know. However, when ordering, make sure to check what area you live in cause some areas are prone to either stealing your parcels if its small. I ordered 2 mascaras recently and it was suppose to come Thursday and suddenly I get a notification it's delivered today and left in the letterbox when it was not there at all, so disappointed, I'm never going to order to my apartament as my parcels are always never delivered, only if they're large parcels then they arrive as I'm shown tracking, and it arrives to me as I wait downstairs, also depends who delivers it, but when it comes to small packages it's always a problem, I'm awaiting a refund and re delivered same item to new address. Plus I didn't get a tracking map this time for this one  the shipment just flew out of nowhere, it kept saying delivering tomorrow then today and just switching up.",1
"So far, they have been good, consistent.  But now in 2024 they have gone to A.I. Customer Service that is just programmed response in which you will not get your refunds even if you deserve them.  ",2
I love amazon especially 2 day free shipping wow amazing.,2
Being a prime member always receive orders in a timely manner,2
Okay I have to give 3 stars but will explain. Amazon them self is truly 5 star I have had issues with not receiving items especially from 3rd party’s (scammers) and they refund ASAP and for that I would give them 5 ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ I have to drop 2 stars because of their shipment support is always mysteriously losing  my packages that usually are electronics although they refund me I have to  wait a few days till they see if it is gonna be delivered before they even speak to you about it. Normally it be okay but these last to was for my flight that the refunding and reordering it will not be here in time. I know they contract shipment company but they need to get this under control. I’m not the only one with this issue.,1
I really love Amazon.Very efficient service.Huge variety of products.As a buyer all my purchases came at good prices and very fast sometimes even up to the house.(Without going to the post office)About Amazon salesI never sold there.But I heard a good friend of mine selling there.That the warehouse service is excellentAnd everything you store there in warehouses you get e-mail while it is sold.Which is a very convenient service.Regarding the Company's shares and the rate of growth.I bought the stock in the 900 and sold in the 1600 area.At its peak it reached $ 2000 per unit.I really think all the work for Jeff BezosAbout what he managed to create.RegardsAlon Fertig,2
"Love amazon. Their shipping for prime speed has gone down but it still is a business I always use for buying stuff.  They also have great rewards from credit card, which always helps .",2
"My pkg was delivered as specified. However, the driver stated it was handed directly to me. The driver never rang my doorbell. I just happened to see the package on my front porch several hours after being delivered.",1
Review text not found,1
After leaving honest reviews about products that were purchased from Amazon.com (mostly positive with a couple negative) Amazon has banned me from leaving reviews. After contacting via live chat an Amazon representative told me there was nothing they could do and would not tell me why I was deemed unworthy of being a consumer with a voice. Terrible and shady business practices. If you don't want to get banned from Amazon make sure that you never leave a negative review on a purchase...,0
Very fast shipping! Interested!,2
"As a matter of fact, amazon had been quite satisfying since I first used their assistances years ago.Though, the past few years I find quite annoying their borderline policy about shipment date. There was a time when that shipment date was fixed. Now it changes even in previously received mails. The only way to keep track of their promises is to make a screenshot. The most irritating things is that every time you write to complain about undelivered items and warn other users, amazon refuse your review. They even remind you stupidly that your review should focus on the item quality.  How are you supposed to do that without even receiving the item ?",1
I love shopping in Amazon.,2
"Very very bad.since this exprience preffer use Ebay.they are much better than amazon if anything happend.I ordered a camera with the case via amazon and in the package was only case.somebody stolen the camera,wrote this to amazon.also reported a crime at police,and no help at all,amazon stopped answer me an polices argument was not enough proofs,If that happened with ebay,what did to me once.their service was amazing,refunded me what the lost.",0
Review text not found,1
I have been an Amazon Prime member since 2013 and I have NEVER had an issue with any of my deliveries (and there have been MANY!) I definitely give them 5 stars!!,2
"Amazon's ARC insurance company for driver property damages is terrible and will not send adjusters to assess damages. They will say anything to get out of paying claims no matter how much evidence you provide. Thier intent is to force you to hire attorneys! Amazon should be ashamed for using them! I have extensive property damage caused by lazy drivers coming onto my property caught by cameras that prove my case and yet ARC wants to send me a $50 ""goodwill gesture"" for thousands of dollars in damages. Claiming I have no evidence!Here is an email comment verbatim from ARC: ""Thank you but we will not for claims over time and you have no evidence. Also that was a goodwill gesture but we will not pay for damages that were not caused. Please have your attorney email this file and our attorney will respond. Have a great day. I will cancel the goodwill gesture.""ARC cannot even provide proper grammar let alone deal with Amazon drivers' incompetence.",0
Review text not found,1
"As always, great service",2
I like the convenience of it but my deliveries are constantly being delayed.,1
I just used Amazon and ordered an item with a great review and the item arrived and works as well as the reviews state so I wished to also leave a review for the item but according to Amazon guidelines I need to spend $50 or more a month to be eligible to review... so Amazon is getting an Average score from me for not allowing me to review a goods.  Terrible policy if you ask me.,1
"First of all you can find anything under the sun on Amazon.  I can usually find the best prices and delivery is as promised.  They're usually my ""go to"" place when I'm looking for merchandise.",2
"This business website is superb. World know this website buying it all goodss i.e. home groceries, gadgets, electronic devices, garments.",1
Parcel arrived a few days late but in fine condition ,1
Just had a food delivery ordered charlie bingham ready meals these cost over £9 and 3 of them came with 2 days sell by date ridiculous ,0
I have been lucky enough to never have an issue with my orders. Always arrive on time and un-damaged maybe we just have a very careful warehouse and drive team nearby ,2
Review text not found,2
I am a vivd purchaser on Amazon books and other hardware. The best price and shipping dont always seem to be in par with reality. Great selection but quality is not what I expect.,1
They had a promotion for $10 credit for new prime member. They refused to credit the amount even after joining prime. Talking to customer service was useless. end up closing my account.,0
"Daley in refund from amazon. I refunded my product, its been 15 days i was informed over customer chat that i will get refund within 7 days but still no refund.",2
Amazon.com usually has great prices and of course unbeatable selection.,2
I probably spend 100K a year+ here for my business.they keep trying to get me to have a business account but from what I was told it would nix the free shipping on a ton of items.. why would I do that? it just doesnt seem worth it.,1
